1014599	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet
1014599	Acetaminophen 300 mg and oxycodone hydrochloride 10 mg oral tablet
1014599	acetaminophen-oxycodone 300 mg-10 mg oral tablet
1014599	Acetaminophen-Oxycodone Hydrochloride, 300 mg-10 mg oral tablet
1014599	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet
1014599	APAP 300 MG / oxycodone hydrochloride 10 MG Oral Tablet
1014599	OXYCODONE 10MG/ACETAMINOPHEN 300MG TAB
1014599	oxyCODONE HCl 10 MG / acetaminophen 300 MG Oral Tablet
1014599	OXYCODONE HCL 10MG/ACETAMINOPHEN 300MG TAB
1014599	oxycodone HCl/acetaminophen 10 mg-300 mg ORAL TABLET
1014599	oxycodone HCl/acetaminophen@10 mg-300 mg@ORAL@TABLET
1014599	OXYCODONE HYDROCHLORIDE 10 mg / ACETAMINOPHEN 300 mg ORAL TABLET [oxycodone and acetaminophen]
1014599	Oxycodone hydrochloride 10 mg and paracetamol 300 mg oral tablet
1014599	Oxycodone Hydrochloride 10mg, Acetaminophen 300mg Oral tablet
1014599	Product containing precisely oxycodone hydrochloride 10 milligram and paracetamol 300 milligram/1 each conventional release oral tablet (clinical drug)
1014615	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet
1014615	Acetaminophen 300 mg and oxycodone hydrochloride 5 mg oral tablet
1014615	acetaminophen-oxycodone 300 mg-5 mg oral tablet
1014615	Acetaminophen-Oxycodone Hydrochloride, 300 mg-5 mg oral tablet
1014615	Acetaminophen/Oxycodone Hydrochloride 300 MG-5 MG Oral Tablet
1014615	APAP 300 MG / oxycodone 5 MG Oral Tablet
1014615	APAP 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet
1014615	oxyCODONE HCl 5 MG / acetaminophen 300 MG Oral Tablet
1014615	OXYCODONE HCL 5/ACETAMINOPHEN 300MG TAB
1014615	OXYCODONE HCL 5MG/ACETAMINOPHEN 300MG TAB
1014615	oxycodone HCl/acetaminophen 5 mg-300 mg ORAL TABLET
1014615	oxycodone HCl/acetaminophen@5 mg-300 mg@ORAL@TABLET
