1740007	{2 (fentanyl 0.6 MG/ACTUAT Mucosal Spray) } Pack
1740009	{2 (fentanyl 0.8 MG/ACTUAT Mucosal Spray) } Pack
1495298	0.4 ML naloxone hydrochloride 1 MG/ML Auto-Injector [Evzio]
1855732	0.4 ML naloxone hydrochloride 5 MG/ML Auto-Injector [Evzio]
1996189	0.5 ML buprenorphine 200 MG/ML Prefilled Syringe [Sublocade]
1433251	0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe
1872752	0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [Dilaudid]
1665699	0.5 ML meperidine hydrochloride 50 MG/ML Injection
1665700	0.5 ML meperidine hydrochloride 50 MG/ML Injection [Demerol]
2589618	0.5 ML naloxone hydrochloride 10 MG/ML Prefilled Syringe [Zimhi]
894911	0.7 ML morphine sulfate 14.3 MG/ML Auto-Injector
1655032	1 ML buprenorphine 0.3 MG/ML Cartridge
205533	1 ML buprenorphine 0.3 MG/ML Injection [Buprenex]
886627	1 ML butorphanol tartrate 1 MG/ML Injection
1728351	1 ML butorphanol tartrate 2 MG/ML Injection
2168270	1 ML fentanyl 0.05 MG/ML Injection
2277368	1 ML hydromorphone hydrochloride 0.2 MG/ML Prefilled Syringe
2277370	1 ML hydromorphone hydrochloride 0.2 MG/ML Prefilled Syringe [Dilaudid]
1724383	1 ML hydromorphone hydrochloride 1 MG/ML Cartridge
897653	1 ML hydromorphone hydrochloride 1 MG/ML Injection
897756	1 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe
1872265	1 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [Dilaudid]
1724338	1 ML hydromorphone hydrochloride 10 MG/ML Injection
1724644	1 ML hydromorphone hydrochloride 2 MG/ML Cartridge
1724276	1 ML hydromorphone hydrochloride 2 MG/ML Injection
897757	1 ML hydromorphone hydrochloride 2 MG/ML Prefilled Syringe
1872269	1 ML hydromorphone hydrochloride 2 MG/ML Prefilled Syringe [Dilaudid]
897758	1 ML hydromorphone hydrochloride 4 MG/ML Cartridge
897753	1 ML hydromorphone hydrochloride 4 MG/ML Injection
1872271	1 ML hydromorphone hydrochloride 4 MG/ML Prefilled Syringe
1872272	1 ML hydromorphone hydrochloride 4 MG/ML Prefilled Syringe [Dilaudid]
861493	1 ML meperidine hydrochloride 100 MG/ML Cartridge
1242106	1 ML meperidine hydrochloride 100 MG/ML Cartridge [Demerol]
1665685	1 ML meperidine hydrochloride 100 MG/ML Injection
1665687	1 ML meperidine hydrochloride 100 MG/ML Injection [Demerol]
861494	1 ML meperidine hydrochloride 25 MG/ML Cartridge
1242503	1 ML meperidine hydrochloride 25 MG/ML Cartridge [Demerol]
861476	1 ML meperidine hydrochloride 25 MG/ML Injection
2539191	1 ML meperidine hydrochloride 25 MG/ML Prefilled Syringe
