1049589	ibuprofen 400 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049589	Ibuprofen 400 mg and oxycodone 5 mg oral tablet
1049589	ibuprofen-oxycodone 400 mg-5 mg oral tablet
1049589	Ibuprofen-Oxycodone Hydrochloride, 400 mg-5 mg oral tablet
1049589	ibuprofen/oxycodone HCl 400 mg-5 mg ORAL TABLET
1049589	ibuprofen/oxycodone HCl@400 mg-5 mg@ORAL@TABLET
1049589	Ibuprofen/Oxycodone Hydrochloride 400 MG-5 MG Oral Tablet
1049589	Ibuprofen/Oxycodone Hydrochloride 400 MG-5 MG Oral Tablet [OXYCODONE HCL-IBUPROFEN]
1049589	oxyCODONE HCl 5 MG / ibuprofen 400 MG Oral Tablet
1049589	OXYCODONE HCL 5MG/IBUPROFEN 400MG TAB
1049589	Oxycodone Hydrochloride 5mg, Ibuprofen 400mg Oral tablet
1049589	Product containing precisely ibuprofen 400 milligram and oxycodone 5 milligram/1 each conventional release oral tablet (clinical drug)
1049693	ASA 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxiprin]
1049693	aspirin 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Roxiprin]
1049693	Aspirin/Oxycodone Hydrochloride/Oxycodone Terephthalate 325 MG-4.5 MG-0.38 MG Oral Tablet [ROXIPRIN]
1049693	Roxiprin (ASA 325 MG / oxycodone hydrochloride 5 MG) Oral Tablet
1049693	Roxiprin, 325 mg-4.5 mg-0.38 mg oral tablet
1152250	acetaminophen / butalbital / caffeine / codeine Oral Product
1152250	Acetaminophen- and butalbital- and caffeine- and codeine-containing product in oral dose form
1152250	Butalbital- and caffeine- and codeine- and paracetamol-containing product in oral dose form
1152250	Product containing butalbital and caffeine and codeine and paracetamol in oral dose form (medicinal product form)
1153233	aspirin / caffeine / propoxyphene Oral Product
1153233	Aspirin- and caffeine- and dextropropoxyphene-containing product in oral dose form
1153233	Aspirin- and caffeine- and propoxyphene-containing product in oral dose form
1153233	Product containing aspirin and caffeine and dextropropoxyphene in oral dose form (medicinal product form)
1153517	aspirin / caffeine / dihydrocodeine Oral Product
1153517	Aspirin- and caffeine- and dihydrocodeine-containing product in oral dose form
1153517	Product containing aspirin and caffeine and dihydrocodeine in oral dose form (medicinal product form)
1153529	aspirin / carisoprodol / codeine Oral Product
1153529	Aspirin- and carisoprodol- and codeine-containing product in oral dose form
1153529	Product containing aspirin and carisoprodol and codeine in oral dose form (medicinal product form)
1153552	aspirin / codeine Oral Product
1153552	Aspirin- and codeine-containing product in oral dose form
1153552	Product containing aspirin and codeine in oral dose form (medicinal product form)
1153735	aspirin / hydrocodone Oral Product
1153735	Aspirin- and hydrocodone-containing product in oral dose form
1153735	Product containing aspirin and hydrocodone in oral dose form (medicinal product form)
1153749	aspirin / oxycodone Oral Product
1153749	Aspirin- and oxycodone-containing product in oral dose form
1153749	Product containing aspirin and oxycodone in oral dose form (medicinal product form)
1154056	aspirin / butalbital / caffeine / codeine Oral Product
1154056	Aspirin- and butalbital- and caffeine- and codeine-containing product in oral dose form
1154056	Product containing aspirin and butalbital and caffeine and codeine in oral dose form (medicinal product form)
1154818	codeine / ibuprofen Oral Product
1154818	Codeine- and ibuprofen-containing product in oral dose form
1154818	Product containing codeine and ibuprofen in oral dose form (medicinal product form)
1162788	hydrocodone / ibuprofen Oral Product
1162788	Hydrocodone- and ibuprofen-containing product in oral dose form
1162788	Product containing hydrocodone and ibuprofen in oral dose form (medicinal product form)
1165305	ibuprofen / oxycodone Oral Product
1165305	Ibuprofen- and oxycodone-containing product in oral dose form
1165305	Product containing ibuprofen and oxycodone in oral dose form (medicinal product form)
1166579	Ibudone Oral Product
1168324	Fioricet with Codeine Oral Product
1168328	Fiorinal with Codeine Oral Product
1171456	Ascomp Oral Product
1176591	Endodan Reformulated May 2009 Oral Product
1181342	Reprexain Oral Product
1186574	Vicoprofen Oral Product
1234872	ASA 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule
1234872	aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule
1234872	Aspirin 356.4 mg and caffeine 30 mg and dihydrocodeine tartrate 16 mg oral capsule
1234872	Aspirin 356.4mg, Caffeine 30mg, Dihydrocodeine Bitartrate 16mg Oral capsule
1234872	aspirin/caffein/dihydrocodeine 356.4 mg-30 mg-16 mg ORAL CAPSULE
1234872	aspirin/caffeine/dihydrocodeine 356.4 mg-30 mg-16 mg oral capsule
1234872	Aspirin/Caffeine/Dihydrocodeine Bitartrate 356.4 MG-30 MG-16 MG Oral Capsule
1234872	aspirin/caffeine/dihydrocodeine bitartrate@356.4 mg-30 mg-16 mg@ORAL@CAPSULE
1234872	Aspirin/caffeine/dihydrocodeine, 356.4 mg-30 mg-16 mg oral capsule
1234872	DIHYDROCODEINE 16/ASA 356/CAFF 30MG CAP
1234872	DIHYDROCODEINE 16MG/ASA 356MG/CAFN 30MG CAP
1234872	dihydrocodeine bitartrate 16 MG / aspirin 356.4 MG / caffeine 30 MG Oral Capsule
1234872	Product containing precisely aspirin 356.4 milligram and caffeine 30 milligram and dihydrocodeine tartrate 16 milligram/1 each conventional release oral capsule (clinical drug)
135095	aspirin / codeine
135095	Aspirin- and codeine-containing product
135095	aspirin-codeine
135095	ASPIRIN/CODEINE
135095	codeine and acetylsalicylic acid
135095	Product containing aspirin and codeine (medicinal product)
1372693	Ascomp
1372693	Ascomp with Codeine
1372755	Ibudone
1431286	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule
1431286	acetaminophen/butalbital/caffeine/codeine 300 mg-50 mg-40 mg-30 mg oral capsule
1431286	Acetaminophen/Butalbital/Caffeine/Codeine Phosphate 300 MG-50 MG-40 MG-30 MG Oral Capsule
1431286	Acetaminophen/Butalbital/Caffeine/Codeine, 300 mg-50 mg-40 mg-30 mg oral capsule
1431286	APAP 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule
1431286	butalbit/acetamin/caff/codeine 50 mg-300 mg-40 mg-30 mg ORAL CAPSULE
1431286	BUTALBITAL 50 mg / ACETAMINOPHEN 300 mg / CAFFEINE 40 mg / CODEINE PHOSPHATE 30 mg ORAL CAPSULE
1431286	Butalbital 50mg, Acetaminophen 300mg, Caffeine 40mg, Codeine Phosphate 30mg Oral capsule
1431286	butalbital/acetaminophen/caffeine/codeine phosphate 50 mg-300 mg-40 mg-30 mg ORAL CAPSULE
