1148478	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule
1148478	Product containing precisely tramadol hydrochloride 100 milligram/1 each prolonged-release oral capsule (clinical drug)
1148478	traMADol 100 mg/24 hours oral capsule, extended release
1148478	traMADol HCl 100 MG 24HR Extended Release Oral Capsule
1148478	tramadol HCl 100 mg ORAL CAPSULE,EXT.RELEASE 24 HR BIPHASIC 25-75
1148478	TRAMADOL HCL 100MG CAP,SA
1148478	TRAMADOL HCL 100MG SA CAP
1148478	tramadol HCl@100 mg@ORAL@CAPSULE,EXT.RELEASE 24 HR BIPHASIC 25-75
1148478	TRAMADOL HYDROCHLORIDE 100 mg ORAL CAPSULE [Tramadol Hydrochloride Extended-Release]
1148478	Tramadol Hydrochloride 100 MG Oral Capsule, Extended Release
1148478	TRAMADOL HYDROCHLORIDE 100 mg ORAL CAPSULE, EXTENDED RELEASE [TRAMADOL HYDROCHLORIDE EXTENDED RELEASE]
1148478	Tramadol Hydrochloride 100 MG Oral Capsule, Extended Release, 24 HR
1148478	Tramadol hydrochloride 100 mg prolonged-release oral capsule
1148478	Tramadol Hydrochloride 100mg Oral capsule, biphasic release
1148478	TraMADol Hydrochloride ER, 100 mg/24 hours oral capsule, extended release
1148485	24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule
1148485	Product containing precisely tramadol hydrochloride 200 milligram/1 each prolonged-release oral capsule (clinical drug)
1148485	traMADol 200 mg/24 hours oral capsule, extended release
1148485	traMADol HCl 200 MG 24HR Extended Release Oral Capsule
1148485	tramadol HCl 200 mg ORAL CAPSULE,EXT.RELEASE 24 HR BIPHASIC 25-75
1148485	TRAMADOL HCL 200MG CAP,SA
1148485	TRAMADOL HCL 200MG SA CAP
1148485	tramadol HCl@200 mg@ORAL@CAPSULE,EXT.RELEASE 24 HR BIPHASIC 25-75
1148485	tramadol hydrochloride 200 MG 24 HR Extended Release Oral Capsule
1148485	TRAMADOL HYDROCHLORIDE 200 mg ORAL CAPSULE [Tramadol Hydrochloride Extended-Release]
1148485	Tramadol Hydrochloride 200 MG Oral Capsule, Extended Release
1148485	TRAMADOL HYDROCHLORIDE 200 mg ORAL CAPSULE, EXTENDED RELEASE [TRAMADOL HYDROCHLORIDE EXTENDED RELEASE]
1148485	Tramadol Hydrochloride 200 MG Oral Capsule, Extended Release, 24 HR
1148485	Tramadol hydrochloride 200 mg prolonged-release oral capsule
1148485	Tramadol Hydrochloride 200mg Oral capsule, biphasic release
1148485	TraMADol Hydrochloride ER, 200 mg/24 hours oral capsule, extended release
1148489	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule
1148489	traMADol 300 mg/24 hours oral capsule, extended release
1148489	traMADol HCl 300 MG 24HR Extended Release Oral Capsule
